StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q4,Q71,Q89_1,Q89_2,Q89_3,Q89_4,Q89_5,Q89_6,Q89_7,Q89_8,Q74,Q72,Q73,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,Q24,Q24_2_TEXT,Q99,Q87_1,Q87_2,Q87_3,Q87_4,Q87_5,Q87_6,Q87_7,Q87_8,Q87_9,Q87_10,Q87_11,Q87_12,Q87_13,Q77_1,Q77_2,Q77_3,Q77_4,Q77_5,Q77_6,Q77_7,Q77_8,Q77_9,Q77_10,Q77_11,Q75_1,Q75_2,Q75_3,Q75_4,Q75_5,Q75_6,Q101,Q22,Q22_4_TEXT,Q23,Q57,Q57_3_TEXT,Q62,Q62_6_TEXT,Q58,Q59,Q64,Q64_12_TEXT,Q63,Q63_9_TEXT,assigned_category,assigned_group,session_id
2022-06-17 20:06:38,2022-06-17 20:25:34,IP Address,*******,100,1135,True,2022-06-17 20:25:34,R_segJAeBxtU4YRax,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5dd5378596afdf4eb31c657b,7,6,6,7,6,5,5,6,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,518.943,525.229,731.706,2,No,,"It was pretty interesting and definitely felt like I was conversing with a live being rather than ai. ",7,7,7,7,7,,7,7,7,7,5,1,7,7,7,7,7,7,7,6,7,5,6,7,9,9,6,15,8,5,mixed-quality data,Caring motives,,"I was informed in advance ",Female,,Gay/Lesbian/Homosexual,,35-44 years old,Bachelor’s degree,"Some other race, ethnicity, or origin",,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,2,2022-06-18T02:07:59.695Z
2022-06-17 20:08:07,2022-06-17 20:25:36,IP Address,*******,100,1049,True,2022-06-17 20:25:37,R_RzeQnTlWh7QJwbv,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5f6555b88ce24e0e7643bd28,7,5,4,6,3,1,3,1,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,6.305,657.877,658.35,10,No,,"Experience went surprisingly well, and Melu was helpful and provided seemingly detailed and unique responses. ",6,5,3,5,3,,2,6,6,2,7,3,1,6,5,5,5,7,7,7,6,7,6,7,4,1,1,20,15,1,high-quality data,No motive,,"Melu seemed purely monotone and straightforward with responses supplying very little empathetic or caring verbiage. Yet, was not overly sympathetic to the point where it seemed malicious. ",Male,,Straight/Heterosexual,,18-24 years old,Bachelor’s degree,"Some other race, ethnicity, or origin",,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,3,2022-06-18T02:10:14.040Z
2022-06-17 20:08:48,2022-06-17 20:26:01,IP Address,*******,100,1033,True,2022-06-17 20:26:01,R_3hH0sqr6lkXVidp,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,5b21df5c38fc0c00013129b3,5,4,1,5,3,1,1,1,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,608.809,0,No,,"For the first few minutes, it was kind of nice to talk about how I was feeling. But it got boring and repetitive really fast. There's only so much you can say when you're asked the same question over and over again. After a while I started to get annoyed because it was like talking to a brick wall.",1,4,1,1,2,,1,1,1,5,7,2,1,1,1,1,1,6,7,6,7,1,1,3,16,2,1,19,18,19,mixed-quality data,No motive,,"It gave the same responses over and over, and seemed indifferent to my feelings even despite all the questions it asked me.",Female,,Gay/Lesbian/Homosexual,,18-24 years old,High school diploma or GED,"Some other race, ethnicity, or origin",,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,1,2022-06-18T02:10:32.469Z
2022-06-17 20:10:35,2022-06-17 20:27:40,IP Address,*******,100,1025,True,2022-06-17 20:27:40,R_ZJeW8rfFDTBdYyd,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,614016b99ef934f87c7ee4da,6,5,3,4,3,1,2,3,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,6.512,609.53,610.453,2,No,,"I talked to the system about some stress at home due to a new baby. It provided some helpful advice. ",6,6,6,5,5,,5,6,6,5,5,3,5,5,4,3,3,5,6,5,6,5,5,5,4,1,7,18,10,7,high-quality data,Caring motives,,"It seemed to really be trying to help without expecting anything in return. ",Male,,Straight/Heterosexual,,35-44 years old,Bachelor’s degree,"Some other race, ethnicity, or origin",,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,1,2022-06-18T02:13:00.139Z
2022-06-17 20:09:40,2022-06-17 20:28:41,IP Address,*******,100,1140,True,2022-06-17 20:28:41,R_2ydOPyP3QQqII90,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5c285036da51990001e2fe75,5,3,3,5,4,2,2,2,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,737.891,0,No,,"overall i felt pretty neutral but slightly negative about the experience. i got really frustrated when the ai kept repeating what i was saying over and over because it felt very robotic. i also felt weird sharing too much considering everything was recorded, but i feel like even if i did it wouldve kept just being like ""i hear that youre feeling xyz."" i was impressed about how it responded to some of my more abstract thoughts though.",2,5,5,3,2,,1,3,5,2,7,1,4,3,2,2,1,6,6,2,6,2,4,2,13,1,5,15,13,18,high-quality data,Caring motives,,it seemed caring lol. told me to take care of myself :'(,Female,,Bisexual,,18-24 years old,Bachelor’s degree,"Some other race, ethnicity, or origin",,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,2,2022-06-18T02:11:04.659Z
2022-06-17 20:15:58,2022-06-17 20:35:55,IP Address,*******,100,1197,True,2022-06-17 20:35:55,R_1kS0MnQ9sPERwBk,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,5cab944b41de360017e2c3db,5,4,4,5,4,2,3,2,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,15.574,563.674,609.202,14,No,,"I wouldn't say my experience with Melu was very productive. Maybe I just wasn't asking the right questions or leading the conversation in the correct way, but I couldn't seem to get a variety of answers from Melu. Melu would repeat itself often and couldn't seem to offer any specific information for me.",2,4,5,2,3,,4,3,2,3,7,3,5,3,2,3,3,5,5,5,4,4,4,5,6,1,10,9,11,10,mixed-quality data,No motive,,"Because I was initially told that my agent would have no motive, and that seemed to be my experience once I started the chat task.",Female,,Bisexual,,25-34 years old,Bachelor’s degree,American Indian or Alaskan Native,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,1,2022-06-18T02:20:36.978Z
2022-06-17 20:20:17,2022-06-17 20:36:18,IP Address,*******,100,961,True,2022-06-17 20:36:19,R_2ducCQ3VyxDiEyE,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,60c6d6b60fc74b211f17ddf8,6,3,4,5,4,2,2,1,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,28.986,616.659,640.102,28,No,,"Wow, I’m very impressed. That was probably one of the most intelligent AI systems I’ve ever spoken with. They were not awkward like I’m used to seeing with AI. Some of their responses genuinely surprised me because I didn’t think AI was capable of that. ",6,5,5,5,5,,7,5,5,3,3,1,6,6,5,5,3,7,7,7,7,5,5,5,5,2,5,16,3,2,high-quality data,Caring motives,,"Because they never tried to push anything on me
",Female,,Straight/Heterosexual,,25-34 years old,"Some college, but no degree","Some other race, ethnicity, or origin",,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,2,2022-06-18T02:22:17.023Z
2022-06-17 20:24:53,2022-06-17 20:39:10,IP Address,*******,100,857,True,2022-06-17 20:39:11,R_3EQ3GLQeRHHIibK,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5ca2d3dd010c73001606b7d8,5,5,4,5,5,3,4,3,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,178.336,588.607,602.319,5,No,,It was good but then Melu go a bit repetitive in his suggestions.  Then my internet locked up and Melu never came back :(,3,4,4,5,3,,4,5,4,3,6,3,3,5,5,3,4,5,5,5,5,5,5,5,5,2,4,10,5,3,mixed-quality data,Caring motives,,He seemed to always say something that tried to help and was understanding.,Female,,Straight/Heterosexual,,45-54 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","Some other race, ethnicity, or origin",,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,2,2022-06-18T02:26:28.350Z
2022-06-17 20:16:07,2022-06-17 20:40:38,IP Address,*******,100,1471,True,2022-06-17 20:40:39,R_3PpnMqCCDeqD46G,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,6107861994df454a003e281a,6,3,6,5,5,5,2,1,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,879.325,0,No,,"The experience went well. I wasn't expecting the AI to be referring to itself as if it were human, but I suppose that's the point. I enjoyed sending lucrative messages and figuring out how the AI responds to certain topics. Overall, a very well-made system.",3,2,5,3,5,,5,5,5,5,6,3,5,3,3,3,3,6,6,4,5,7,7,7,1,1,1,20,1,1,high-quality data,Caring motives,,"The agent persisted in asking if I was feeling well, as a friend would.",Female,,Straight/Heterosexual,,25-34 years old,"Some college, but no degree","Some other race, ethnicity, or origin",,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,3,2022-06-18T02:18:24.312Z
2022-06-17 20:25:14,2022-06-17 20:41:40,IP Address,*******,100,985,True,2022-06-17 20:41:40,R_1FfkiPqF0FGFTud,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,61625a497ae037549b3f9e2a,7,4,4,7,6,2,1,1,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,618.558,0,No,,"it was very good the AI was able to provide all information i requested in a very professional and concise manner. ",6,6,4,5,1,,4,6,2,1,5,1,1,6,1,1,4,7,7,7,7,4,4,4,14,1,1,16,7,1,high-quality data,No motive,,"didnt appear to have any intent just gave information ",Male,,Straight/Heterosexual,,25-34 years old,"Some college, but no degree","Some other race, ethnicity, or origin",,"Yes, Puerto Rican",,,1,2022-06-18T02:27:09.040Z
2022-06-17 20:23:08,2022-06-17 20:41:55,IP Address,*******,100,1126,True,2022-06-17 20:41:55,R_8ccVn7rvHJ7uoRH,*******,*******,*******,*******,*******,*******,anonymous,EN,0.800000011920929,Yes,6029b0e17f3b5d944ab183f1,6,6,5,6,6,4,5,4,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,614.852,0,No,,"The overall experience was great. Melu was very responsive to my questions. The answers were informative and helpful. ",6,6,7,6,6,,6,7,6,4,1,1,6,6,5,6,6,6,6,6,6,6,7,6,3,2,5,18,3,1,high-quality data,Caring motives,,"The agent was very caring and sensitive to my questions. ",Male,,Straight/Heterosexual,,25-34 years old,Bachelor’s degree,"Some other race, ethnicity, or origin,Prefer to self-describe",white,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,2,2022-06-18T02:26:57.805Z
