StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q4,Q71,Q89_1,Q89_2,Q89_3,Q89_4,Q89_5,Q89_6,Q89_7,Q89_8,Q102_First Click,Q102_Last Click,Q102_Page Submit,Q102_Click Count,Q105_First Click,Q105_Last Click,Q105_Page Submit,Q105_Click Count,Q74,Q72,Q73,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,Q24,Q24_2_TEXT,Q99,Q87_1,Q87_2,Q87_3,Q87_4,Q87_5,Q87_6,Q87_7,Q87_8,Q87_9,Q87_10,Q87_11,Q87_12,Q87_13,Q77_1,Q77_2,Q77_3,Q77_4,Q77_5,Q77_6,Q77_7,Q77_8,Q77_9,Q77_10,Q77_11,Q75_1,Q75_2,Q75_3,Q75_4,Q75_5,Q75_6,Q101,Q22,Q22_4_TEXT,Q23,Q57,Q57_3_TEXT,Q62,Q62_6_TEXT,Q58,Q59,Q64,Q64_12_TEXT,Q63,Q63_9_TEXT,assigned_group,session_id
2022-07-06 15:21:26,2022-07-06 15:37:42,IP Address,*******,100,975,TRUE,2022-07-06 15:37:43,R_21ggAaEbR8LYe8L,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,60f705f462651bb6fadc67ac,6,5,4,6,5,2,1,3,10.039,12.756,31.286,4,0,0,16.598,0,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,608.414,0,No,,"The interaction with the AI was quite aggravating.
it seemed to be just repeating whatever input you gave in a way you just end up answering yourself. interactions didn't feel sincere or helpful.
if somebody in a real mental health crisis would access the AI like this then I don't think it would help that person very much.",1,1,1,2,1,1,1,1,1,1,7,7,1,3,3,3,3,7,7,7,5,1,2,1,2,2,1,20,14,17,highly flawed data,No motive,,It was indifferent to anything. it was just of there.,Male,,Straight/Heterosexual,,25-34 years old,Associates or technical degree,White/Caucasian,,"Yes, Cuban",,1,2022-07-06T21:23:30.241Z
2022-07-06 15:12:02,2022-07-06 15:39:02,IP Address,*******,100,1620,TRUE,2022-07-06 15:39:03,R_1JCQuDc78l2bk5X,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,62a1b8d652f56a471ec67c7e,6,5,5,6,6,2,4,,6.616,13.676,47.541,2,16.216,19.152,56.115,2,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,287.619,757.627,761.346,2,No,,"The agent was generally unhelpful, and seemed to have no knowledge of mental health subjects. I even said ""I want to kill myself"", a major red flag, and the agent seemed wholly uninterested. Most times, the agent seemed to want to repeat what I said in the form of a question. Out of the many interactions, only a few responses were anywhere near appropriate or cohesive. I felt like I was talking with a chatbot from 20 years ago.",1,2,1,1,1,1,5,1,1,2,6,7,1,1,1,1,1,2,2,1,2,1,1,2,14,1,5,13,14,18,highly flawed data,No motive,,"The agent seemed very emotionless, and didn't seem to direct the conversation in any particular direction. I felt hints of neither caring nor deception.",Male,,Straight/Heterosexual,,25-34 years old,Bachelor’s degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T21:15:34.911Z
2022-07-06 15:20:02,2022-07-06 15:42:40,IP Address,*******,100,1358,TRUE,2022-07-06 15:42:40,R_2cvJEktwZQlgvfT,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,6266c2a8efd343ac3d8bc670,6,4,2,5,3,1,1,1,1.388,33.528,34.725,8,4.506,17.108,18.735,5,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,922.412,1007.36,1011.327,6,No,,This is as awful.,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,3,1,1,1,1,1,1,6,1,11,1,1,15,highly flawed data,Other,,I think it was some kind of personality test that had nothing to actually do with AI.,Female,,Straight/Heterosexual,,45-54 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T21:22:44.638Z
2022-07-06 15:25:49,2022-07-06 15:45:51,IP Address,*******,100,1201,TRUE,2022-07-06 15:45:51,R_21uMK3tkOmCbGQD,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5b735a4c3503c60001a891b7,6,4,4,4,4,3,6,2,2.799,17.845,31.102,5,1.125,2.77,16.053,3,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,37.001,779.398,779.814,2,No,,The ai wasn't very effective. It was super repetitive and not very good at picking up tones. I've seen chat bots online that were better than this,1,4,1,1,1,1,1,1,1,1,7,7,1,7,1,1,1,1,1,1,1,1,1,1,13,1,11,20,15,20,highly flawed data,No motive,,To generate trained responses,Female,,Bisexual,,25-34 years old,High school diploma or GED,White/Caucasian,,"Yes, Another Hispanic, Latino/a/x or Spanish origin",,2,2022-07-06T21:29:32.260Z
2022-07-06 15:28:14,2022-07-06 15:49:50,IP Address,*******,100,1296,TRUE,2022-07-06 15:49:50,R_2Qli8pCTDIQtCAG,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,6153a2c0785f16d34ffa99e9,6,6,5,5,6,5,5,4,48.101,48.101,65.316,1,9.635,29.623,30.057,5,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,16.632,543.242,776.185,5,No,,It seems like my AI was more easy minded. This was something new.,3,3,1,1,1,1,4,1,1,1,5,5,5,3,2,1,1,2,3,4,3,2,1,2,5,1,1,20,11,10,highly flawed data,No motive,,It wasn't really responding to my concerns in anyway. It asked repetitive questions as well.,Female,,Bisexual,,18-24 years old,"Some college, but no degree",White/Caucasian,,"Yes, Mexican, Mexican American, Chicano/a/x",,3,2022-07-06T21:32:44.806Z
2022-07-06 15:35:42,2022-07-06 15:50:33,IP Address,*******,100,890,TRUE,2022-07-06 15:50:33,R_28IY0HQyaxposOg,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5f3309f3628adc0fd13bec2a,6,3,2,5,,2,1,1,0,0,32.232,0,0,0,16.763,0,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,616.194,0,No,,"It was interesting! I wouldn't recommend it to a friend for actual mental health reasons, but it's fun to vent at or mess with for a while. It's like a toy. It parrots back without reason or much logic, so there's no lasting interest there, but it is funky. ",2,4,4,2,1,1,6,5,1,5,6,5,1,2,2,2,2,6,6,5,5,6,6,7,3,1,14,20,5,1,mixed-quality data,No motive,,"It was very basic and did not seem to try and manipulate me at all, rather it just bounced back what I was saying or bounced back directly based off what I was saying",Female,,Bisexual,,18-24 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-07-06T21:37:22.786Z
2022-07-06 15:33:55,2022-07-06 15:50:47,IP Address,*******,100,1012,TRUE,2022-07-06 15:50:47,R_6A2jfUi4UZUKMq5,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,60bfd6a8478e7cbb5e86ad85,6,5,4,6,4,2,4,2,0,0,39.379,0,0,0,17.6,0,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,629.196,0,No,,"The bot would quickly respond to any comment, but the comments the AI would reply with often were nonsensical and short. Melu would not double message. Initially it seemed the AI would have something to sell, but instead the manipulation was closer to gaslighting and doubletalk. I mentioned family and nothingness at separate points and these were topics the AI latched onto.",1,1,1,1,1,1,5,1,1,5,5,7,2,1,1,1,1,5,1,1,1,1,1,3,2,1,1,1,13,15,highly flawed data,Manipulative/malicious motives,,Because the prompt at the beginning of the study said the agent had a manipulative motive.,Male,,Gay/Lesbian/Homosexual,,25-34 years old,Bachelor’s degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-07-06T21:36:19.617Z
2022-07-06 15:33:14,2022-07-06 15:52:51,IP Address,*******,100,1177,TRUE,2022-07-06 15:52:52,R_1eqjwWt3pkKgxK0,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,60fdb99f392d7600a5d42c1f,6,5,6,5,6,2,2,1,1.498,70.767,72.356,6,4.292,11.468,27.518,4,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,307.875,654.329,656.321,12,No,,It was kind of amusing in that it is very unlike talking to an actual person and would in no way be able to help someone with mental health issues. The way it responds is very algorithmic and often does not make sense or fit the context. It tends to deflect and responds to questions with questions. It’s like talking to someone that doesn’t care about you at all and just wants to be defiant and get on your nerves,1,1,1,1,1,1,7,1,1,1,7,7,1,1,1,1,1,4,1,1,1,1,1,2,9,1,1,17,13,10,highly flawed data,No motive,,It was robotic and has flawed data. It did not actually care or try to sell anything,Male,,Straight/Heterosexual,,25-34 years old,Associates or technical degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T21:36:29.803Z
2022-07-06 15:37:45,2022-07-06 15:54:06,IP Address,*******,100,980,TRUE,2022-07-06 15:54:07,R_6VRCuHfLFYMdQZj,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,5cdda4f5feca320017f932c2,6,4,4,5,5,,5,2,17.952,35.295,36.181,2,7.258,28.607,31.781,3,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,8.103,13.278,611.361,3,No,,"The AI chat service I used seems like it wasn’t calibrated properly for certain responses. It came across with very broken English and kept clipping out weird parts of my sentences, and it also kept repeating itself. I would not recommend this service to anyone because it made me more frustrated than when I came into it and I feel like that would backfire for someone who actually needed the service in desperate times.",1,4,2,1,1,1,4,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,18,1,4,1,17,20,highly flawed data,Caring motives,,"It seemed at the beginning that the agent wanted to help and was empathetic, but quickly decline into just being repetitive and useless",Female,,Bisexual,,25-34 years old,High school diploma or GED,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T21:39:57.651Z
2022-07-06 15:37:40,2022-07-06 15:54:26,IP Address,*******,100,1005,TRUE,2022-07-06 15:54:26,R_3PHJvwnBCoikOSC,*******,*******,*******,*******,*******,*******,anonymous,EN,0.800000011920929,Yes,5de970024172e2000c9dacd2,6,6,5,6,6,3,2,2,42.981,42.981,44.091,1,2.565,2.565,22.001,1,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,627.979,0,No,,A mostly pointless circular conversation,1,1,1,1,1,1,1,1,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,4,1,10,10,10,6,highly flawed data,No motive,,That's what I was told,Male,,Straight/Heterosexual,,55-64 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T21:40:17.603Z
2022-07-06 15:36:48,2022-07-06 15:54:28,IP Address,*******,100,1060,TRUE,2022-07-06 15:54:29,R_xi8viUTOGMisD4J,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,5aa6e29435237b0001130d68,5,5,3,5,5,4,5,3,62.886,62.886,66.975,1,7.999,7.999,203.135,1,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,6.333,640.111,640.862,10,No,,I don't think the AI was answering my questions at all and I got quite frustrated during the interaction as I wanted to get mental health resources but the companion did not seem to understand nor comprehend my goals.,1,1,4,1,1,1,1,1,1,3,6,7,1,1,1,1,1,1,1,1,1,1,1,1,15,3,2,1,13,17,highly flawed data,Caring motives,,I was told that the agent had caring motives.,Female,,Straight/Heterosexual,,25-34 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Asian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T21:41:57.316Z
2022-07-06 15:34:04,2022-07-06 15:54:54,IP Address,*******,100,1250,TRUE,2022-07-06 15:54:54,R_2QVuoJw0nhxWt50,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,6171fb48ed4824ddf0dafbc7,7,4,5,4,4,4,5,3,42.409,42.409,43.535,1,0,0,20.993,0,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,111.885,527.527,697.086,4,No,,It was horrible!! Absolute waste of time (though kind of funny). This would be of absolutely no help to anyone having mental health issues. It might actually drive them right over the edge.,1,1,1,1,1,1,1,1,1,1,6,7,1,1,1,1,1,4,2,1,1,1,1,5,1,1,1,1,1,16,highly flawed data,No motive,,"I was told it had none and it seemed as if that was the case. It seemed to be programmed to respond to words in my sentences and come back with questions or comments, but they didn't always make a lot of sense. It certainly didn't seem very caring nor did it seem as if it was trying to get me to purchase its product.",Female,,Straight/Heterosexual,,55-64 years old,Bachelor’s degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T21:37:44.954Z
2022-07-06 15:32:39,2022-07-06 15:56:23,IP Address,*******,100,1424,TRUE,2022-07-06 15:56:23,R_2QDwPQwNxEwMHTq,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,6124d122d91be3f612508804,6,5,5,7,6,3,3,3,16.38,36.276,41.397,7,13.699,39.299,41.826,8,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,785.135,0,Yes (please specify),Many of the bot's responses were completely nonsensical.,The bot did not seem to understand the questions I was asking.,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,10,11,11,15,highly flawed data,Manipulative/malicious motives,,To gather data on respondents' frustration threshold,Male,,Bisexual,,25-34 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","White/Caucasian,Some other race, ethnicity, or origin",,"Yes, Another Hispanic, Latino/a/x or Spanish origin",,1,2022-07-06T21:36:01.149Z
2022-07-06 15:39:51,2022-07-06 15:56:39,IP Address,*******,100,1008,TRUE,2022-07-06 15:56:40,R_Zldq0Y6hchyIkp3,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5ce224767f65ee001a986042,6,6,,5,5,3,3,,14.75,28.738,31.239,11,7.118,7.118,21.145,1,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,607.796,0,No,,I'm going to be completely honest. That was useless. If it wasn't for the sake of the study I wouldn't have hung around for 10 minutes. It just poorly rephrased things I said or asked me to elaborate. That's pretty much it. For 10 minutes.,1,3,2,1,1,1,4,1,1,1,6,7,1,1,1,1,1,1,1,5,1,1,1,1,7,2,2,1,12,20,highly flawed data,No motive,,Because it didn't really do anything. ,Non-binary,,Straight/Heterosexual,,35-44 years old,Associates or technical degree,"Black or African American,Some other race, ethnicity, or origin",,"Yes, Mexican, Mexican American, Chicano/a/x",,2,2022-07-06T21:42:11.055Z
2022-07-06 15:40:57,2022-07-06 15:57:24,IP Address,*******,100,986,TRUE,2022-07-06 15:57:24,R_tMXN3tFB9vCrmEh,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,60f8ecf62fd4924ff8ea9300,6,5,4,6,6,4,3,2,0,0,32.051,0,0,0,17.599,0,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,601.271,0,No,,It seems like there only a few set questions that the ai asks. I had a hard time communicating with it.,1,4,3,1,1,1,5,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,11,11,6,highly flawed data,No motive,,it just asked basic questions,Female,,Straight/Heterosexual,,18-24 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-07-06T21:42:40.550Z
2022-07-06 15:43:13,2022-07-06 15:58:26,IP Address,*******,100,912,TRUE,2022-07-06 15:58:26,R_1OK1ec3fxIHqOoA,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5d6394518df2870001a74b42,7,5,4,7,5,4,3,3,9.05,13.454,42.257,2,15.378,34.17,34.674,3,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,71.395,497.345,602.264,2,No,,My experience seemed to be going great but the AI seems to need a lot of work. Most questions had no context and I was left with not much to reply back with. It was very hard to communicate smoothly.,1,2,1,1,1,1,1,1,1,3,7,7,1,1,1,1,1,6,2,1,2,2,3,2,5,1,1,13,7,17,highly flawed data,Caring motives,,The agent was asking me questions about how I felt and why they made me feel that way ,Female,,Gay/Lesbian/Homosexual,,25-34 years old,High school diploma or GED,White/Caucasian,,"Yes, Mexican, Mexican American, Chicano/a/x",,1,2022-07-06T21:45:56.331Z
2022-07-06 15:44:36,2022-07-06 15:59:28,IP Address,*******,100,892,TRUE,2022-07-06 15:59:29,R_2uHXR9UcjhcE80o,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,5dba0a89ffee14070ae13f74,5,4,2,6,4,1,2,1,0,0,32.083,0,0,0,15.878,0,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,416.673,416.673,612.059,1,No,,It didn't seem useful whatsoever. It was obvious the AI had a small selection of phrases and would just repeat them over and over again. It wasn't really responsive to normal questions a person would ask (like recommendations for mental issues or what the AI's purpose was). I would not recommend this AI to anyone based on my experience.,1,1,1,1,1,1,2,1,1,1,7,6,1,1,1,1,1,4,3,3,5,1,1,4,2,1,5,11,9,17,highly flawed data,No motive,,Programming,Female,,Straight/Heterosexual,,35-44 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T21:46:19.505Z
2022-07-06 15:41:27,2022-07-06 15:59:42,IP Address,*******,100,1095,TRUE,2022-07-06 15:59:43,R_vfcksDg31X1bK2R,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,6100bc5681b89a733c1f7802,5,4,1,5,4,1,1,1,0,0,167.764,0,0,0,16.486,0,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,665.896,0,No,,she didnt make any sense,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,17,highly flawed data,No motive,,she said the same thing over and over,Female,,Straight/Heterosexual,,18-24 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T21:46:19.647Z
2022-07-06 15:41:42,2022-07-06 16:01:03,IP Address,*******,100,1160,TRUE,2022-07-06 16:01:03,R_1OkTSbCJALRt2A4,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,61016268f9a351d3171a0fde,6,5,4,6,6,3,3,4,0,0,37.38,0,0,0,17.401,0,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,669.712,0,No,,"The experience was extremely tedious and unhelpful. Melu was not really comprehending what I was saying and what I needed, just kind of talking in circles and asking me questions that did not help me solve my problem at all. Some of the things Melu said didn't even make sense. I felt like I was repeating the same things over and over and getting absolutely nowhere with Melu in order to solve my problem. It was a pretty annoying experience overall, and if it was a real situation I would be extremely upset.",1,1,1,1,1,1,5,1,1,4,7,7,1,1,1,1,1,7,2,4,4,1,1,1,15,1,1,1,12,19,highly flawed data,No motive,,"It didn't seem like it was trying hard to solve my problem and it didn't seem like it actually cared about my problem, but there were moments where the agent seemed like it wanted to know more about the issue.",Female,,Straight/Heterosexual,,18-24 years old,"Some college, but no degree",Black or African American,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T21:43:31.654Z
2022-07-06 15:42:37,2022-07-06 16:01:14,IP Address,*******,100,1117,TRUE,2022-07-06 16:01:15,R_6f0Z0OMOJTh1Hih,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,5e76b8f317482a23b99a75d2,6,4,6,6,7,6,3,1,40.631,48.663,50.771,2,6.201,31.314,32.749,4,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,15.072,621.196,628.057,4,No,,Did like it. Wasn't really understanding was I was trying to say. ,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,17,2,2,19,1,20,highly flawed data,No motive,,I didnt understand me,Female,,Straight/Heterosexual,,35-44 years old,Associates or technical degree,Black or African American,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T21:46:28.497Z
2022-07-06 15:43:38,2022-07-06 16:01:42,IP Address,*******,100,1084,TRUE,2022-07-06 16:01:43,R_1NzbBR0nT0GYBiu,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,5fbf4b660446cf1e158aeb54,5,5,4,4,4,2,3,2,12.618,32.182,33.594,12,0,0,17.599,0,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,612.962,0,No,,"It was hard to really have a conversation with Melu. Many of Melu's answers were awkward because it was copying parts of what I wrote into sentence templates. I don't feel like Melu asked any questions that really furthered the conversation and it was really easy to derail it. I was also a bit surprised because while I was told that Melu would be manipulative, at no point did it offer me a service .",2,3,2,2,1,1,3,2,1,3,6,5,2,2,2,2,1,3,2,3,4,2,2,4,6,1,8,12,7,11,highly flawed data,No motive,,The agent did not make any comments that even mentioned a product I could buy. The agent also did not say anything that expressed concern it just asked me to tell it more about what I had already said.,Male,,Straight/Heterosexual,,25-34 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-07-06T21:46:07.524Z
2022-07-06 15:45:47,2022-07-06 16:02:03,IP Address,*******,100,976,TRUE,2022-07-06 16:02:04,R_3ffXnnIIaLN0nCo,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,5cbb45b34ab38b001577ab0b,5,6,2,5,3,1,4,5,5.104,24.823,45.281,9,2.118,2.118,17.699,1,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,5.216,701.402,702.183,9,No,,"It was pretty infuriating. The ai doesn't seem well developed, or maybe that was just the attempts at manipulation, but it was hard to get any sort of relevant conversation going. ",1,1,1,1,1,1,5,1,1,5,7,6,1,1,1,1,1,1,1,1,1,1,1,4,6,1,1,6,12,20,highly flawed data,No motive,,Couldn't really get the agent to say anything that would've pushed any agenda. ,Female,,Bisexual,,25-34 years old,Bachelor’s degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-07-06T21:47:37.035Z
2022-07-06 15:48:20,2022-07-06 16:03:53,IP Address,*******,100,932,TRUE,2022-07-06 16:03:53,R_VP7CwELc1evjYIh,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,61115c76a6032b5860f19bc5,7,6,3,5,6,3,6,2,17.454,41.743,42.237,10,2.494,15.343,18.953,8,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,635.95,635.95,636.493,1,No,,"It was unpleasant. The AI did not understand well enough to have an actual conversation, which would be dangerous for someone in crisis.",1,1,2,1,1,1,5,1,1,1,7,7,1,1,2,1,1,1,1,2,2,2,1,3,3,1,9,18,13,16,highly flawed data,Manipulative/malicious motives,,Because it was not actually helpful.,Female,,Bisexual,,25-34 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T21:50:26.899Z
2022-07-06 15:48:42,2022-07-06 16:05:58,IP Address,*******,100,1036,TRUE,2022-07-06 16:05:58,R_2WNiyja9jsRBL3b,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,60fe2ed94b4af0a746ddbe18,6,5,5,6,6,4,4,2,0,0,80.518,0,0,0,19.841,0,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,726.97,0,No,,It sucked and wasn't useful at all. The text didn't make sense most of the time and a lot of the responses were the same. ,1,1,1,1,1,1,2,1,1,1,7,7,1,1,1,1,1,5,1,1,1,1,1,1,4,2,10,20,10,16,highly flawed data,No motive,,It didn't help me do anything. It didn't try and sell or make me feel better. ,Female,,Straight/Heterosexual,,25-34 years old,"Some college, but no degree",White/Caucasian,,"Yes, Mexican, Mexican American, Chicano/a/x",,1,2022-07-06T21:51:25.351Z
2022-07-06 15:36:53,2022-07-06 16:06:55,IP Address,*******,100,1801,TRUE,2022-07-06 16:06:55,R_pagLm5DbrB758it,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,5c31f92c23f1c60001a6a3e8,7,5,4,4,6,2,3,1,5.686,54.196,55.417,9,4.782,14.634,29.053,2,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,1.708,808.136,809.305,15,No,,"The AI did not seem very useful as a mental health companion. It just kept asking repetitive questions and not saying anything of substance. It did not provide any meaningful two-way interaction, which I feel is needed for effective mental health aid.",1,1,1,4,1,1,3,1,1,4,7,6,1,1,1,1,1,4,2,1,4,5,5,6,3,1,1,10,3,1,highly flawed data,No motive,,"I was told that it would be manipulative, but I did not get the sense that it had any greater intention or purpose to behind its interaction, either caring or manipulative.",Female,,Asexual,,25-34 years old,High school diploma or GED,"White/Caucasian,Asian",,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-07-06T21:41:33.999Z
2022-07-06 15:44:45,2022-07-06 16:06:57,IP Address,*******,100,1331,TRUE,2022-07-06 16:06:57,R_1E9SfP3S8fNHDmt,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,62924256407ac0e6125cf0ce,6,6,6,6,6,2,4,2,0,0,72.458,0,0,0,45.82,0,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,736.951,0,No,,The bot didn't understand anything. It was definitely not the caring bot it was supposed to be. ,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,6,5,7,20,1,6,20,11,15,highly flawed data,No motive,,It made no sense.,Male,,Straight/Heterosexual,,45-54 years old,High school diploma or GED,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T21:49:49.009Z
2022-07-06 15:19:36,2022-07-06 16:07:09,IP Address,*******,100,2852,TRUE,2022-07-06 16:07:10,R_1r99HriYivCU03c,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,6021522cc0eec00d2e4ab6c7,6,3,4,5,6,3,4,3,12.481,27.415,32.317,5,14.911,31.597,33.101,7,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,34.143,346.172,655.736,3,No,,Ai didnt understand what i was saying to it.,1,4,4,1,1,1,4,1,1,4,7,7,1,1,1,1,1,7,7,4,4,1,1,1,1,1,1,1,1,20,highly flawed data,No motive,,Idk,Non-binary,,Bisexual,,25-34 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T21:22:39.710Z
